2024-10-25 14:27:51,191: asyncio: INFO: [MLTrader] Executing the initialize lifecycle method
2024-10-25 14:27:57,449: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-10-25 14:27:57,846: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-10-25 14:27:57,850: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-10-25 14:27:57,851: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-10-25 14:27:57,863: asyncio: INFO: [MLTrader] Executing the on_trading_iteration lifecycle method at 2024-10-25 14:27:57
2024-10-25 14:27:57,892: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-25 14:28:01,708: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-25 14:28:12,260: asyncio: INFO: [MLTrader] Trading iteration ended at 2024-10-25 14:28:12
2024-10-25 14:28:12,264: asyncio: INFO: [MLTrader] Sleeping for 86400 seconds
2024-10-25 14:28:12,267: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-10-25 14:28:12,267: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-10-25 14:28:12,269: asyncio: INFO: [MLTrader] Executing the on_trading_iteration lifecycle method at 2024-10-25 14:28:12
2024-10-25 14:28:12,270: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-25 14:28:12,274: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-25 14:28:15,240: asyncio: INFO: [MLTrader] Trading iteration ended at 2024-10-25 14:28:15
2024-10-25 14:28:15,243: asyncio: INFO: [MLTrader] Sleeping for 86400 seconds
2024-10-25 14:28:15,246: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-10-25 14:28:15,247: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-10-25 14:28:15,250: asyncio: INFO: [MLTrader] The market is not currently open, skipping this trading iteration
2024-10-25 14:28:15,257: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-10-25 14:28:15,264: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-10-25 14:28:15,265: asyncio: INFO: [MLTrader] Executing the after_market_closes lifecycle method
2024-10-25 14:28:15,268: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-10-25 14:28:15,270: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-10-25 14:28:15,275: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-10-25 14:28:15,276: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-10-25 14:28:15,283: asyncio: INFO: [MLTrader] Executing the on_trading_iteration lifecycle method at 2024-10-25 14:28:15
2024-10-25 14:28:15,284: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-25 14:28:15,288: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-25 14:28:19,413: asyncio: INFO: [MLTrader] Trading iteration ended at 2024-10-25 14:28:19
2024-10-25 14:28:19,416: asyncio: INFO: [MLTrader] Sleeping for 86400 seconds
2024-10-25 14:28:19,418: root: INFO: Current backtesting datetime 2020-01-06 16:00:00-05:00
2024-10-25 14:28:19,419: root: INFO: Current backtesting datetime 2020-01-07 09:30:00-05:00
2024-10-25 14:28:19,421: asyncio: INFO: [MLTrader] Executing the on_trading_iteration lifecycle method at 2024-10-25 14:28:19
2024-10-25 14:28:19,422: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-25 14:28:19,426: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-25 14:28:24,072: asyncio: INFO: [MLTrader] Trading iteration ended at 2024-10-25 14:28:24
2024-10-25 14:28:24,075: asyncio: INFO: [MLTrader] Sleeping for 86400 seconds
2024-10-25 14:28:24,078: root: INFO: Current backtesting datetime 2020-01-07 16:00:00-05:00
2024-10-25 14:28:24,078: root: INFO: Current backtesting datetime 2020-01-08 09:30:00-05:00
2024-10-25 14:28:24,081: asyncio: INFO: [MLTrader] Executing the on_trading_iteration lifecycle method at 2024-10-25 14:28:24
2024-10-25 14:28:24,082: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-25 14:28:24,087: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-25 14:28:29,489: asyncio: INFO: [MLTrader] Trading iteration ended at 2024-10-25 14:28:29
2024-10-25 14:28:29,495: asyncio: INFO: [MLTrader] Sleeping for 86400 seconds
2024-10-25 14:28:29,500: root: INFO: Current backtesting datetime 2020-01-08 16:00:00-05:00
2024-10-25 14:28:29,501: root: INFO: Current backtesting datetime 2020-01-09 09:30:00-05:00
2024-10-25 14:28:29,504: asyncio: INFO: [MLTrader] Executing the on_trading_iteration lifecycle method at 2024-10-25 14:28:29
2024-10-25 14:28:29,506: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-25 14:28:29,512: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
